,Number,Image,Card Name,Card Type,Faction,Energy Cost,Paired BakuCores,Base Bakugan,B-Power,Damage,Rarity,Text
10,11,,Defusion Blast,Action Card,Darkus,1,,,,,Rare,"<td colspan=""3"">Each opposing player chooses one of their <a href=""/wiki/Hero_Card"" title=""Hero Card"">Heroes</a> and destroys it.
</td>"
11,12,,Darkus Glare,Action Card,Darkus,1,,,,,Common,"<td colspan=""3"">-2 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>If you play this on a <a href=""/wiki/Fusion"" title=""Fusion""><img alt=""Icon-BAA-Fusion.png"" data-file-height=""1248"" data-file-width=""2118"" height=""15"" src=""/images/thumb/9/95/Icon-BAA-Fusion.png/25px-Icon-BAA-Fusion.png"" srcset=""/images/thumb/9/95/Icon-BAA-Fusion.png/38px-Icon-BAA-Fusion.png 1.5x, /images/thumb/9/95/Icon-BAA-Fusion.png/50px-Icon-BAA-Fusion.png 2x"" width=""25""/></a> Bakugan, -8 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a> instead.
</p>
</td>"
12,13,,Throw Anything!,Action Card,Darkus,2,,,,,Common,"<td colspan=""3"">+400 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a> &amp; + <a href=""/wiki/ShadowStrike"" title=""ShadowStrike""><img alt=""ShadowStrike Icon.png"" data-file-height=""2165"" data-file-width=""1712"" height=""32"" src=""/images/thumb/0/02/ShadowStrike_Icon.png/25px-ShadowStrike_Icon.png"" srcset=""/images/thumb/0/02/ShadowStrike_Icon.png/38px-ShadowStrike_Icon.png 1.5x, /images/thumb/0/02/ShadowStrike_Icon.png/50px-ShadowStrike_Icon.png 2x"" width=""25""/></a> (This Bakugan's stats cannot be reduced)
</td>"
13,14,,Darkus Dread,Action Card,Darkus,2,,,,,Common,"<td colspan=""3"">+100 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>, +1 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a> &amp; <img alt=""DrawaCard icon.png"" data-file-height=""2162"" data-file-width=""1960"" height=""28"" src=""/images/thumb/e/e2/DrawaCard_icon.png/25px-DrawaCard_icon.png"" srcset=""/images/thumb/e/e2/DrawaCard_icon.png/38px-DrawaCard_icon.png 1.5x, /images/thumb/e/e2/DrawaCard_icon.png/50px-DrawaCard_icon.png 2x"" width=""25""/> 1 (Draw a Card)
</td>"
14,15,,Trailing Dragon,Action Card,Darkus,3,,,,,Common,"<td colspan=""3"">+200 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a> &amp; +4 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>If you Energize this from your hand, you may play 2 <a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> to <img alt=""DrawaCard icon.png"" data-file-height=""2162"" data-file-width=""1960"" height=""28"" src=""/images/thumb/e/e2/DrawaCard_icon.png/25px-DrawaCard_icon.png"" srcset=""/images/thumb/e/e2/DrawaCard_icon.png/38px-DrawaCard_icon.png 1.5x, /images/thumb/e/e2/DrawaCard_icon.png/50px-DrawaCard_icon.png 2x"" width=""25""/> 1 (Draw a Card).
</p>
</td>"
15,16,,Darkus Power Kick,Action Card,Darkus,3,,,,,Super Rare,"<td colspan=""3"">+600 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p>You may turn one of your <a href=""/wiki/Fusion"" title=""Fusion""><img alt=""Icon-BAA-Fusion.png"" data-file-height=""1248"" data-file-width=""2118"" height=""15"" src=""/images/thumb/9/95/Icon-BAA-Fusion.png/25px-Icon-BAA-Fusion.png"" srcset=""/images/thumb/9/95/Icon-BAA-Fusion.png/38px-Icon-BAA-Fusion.png 1.5x, /images/thumb/9/95/Icon-BAA-Fusion.png/50px-Icon-BAA-Fusion.png 2x"" width=""25""/></a> Bakugan face down.
</p>
</td>"
16,17,,Monstrous Surge,Action Card,Darkus,4,,,,,Common,"<td colspan=""3"">+800 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p><i><a href=""/wiki/Sync"" title=""Sync"">Sync</a>:</i> You may reveal a card in your hand that costs 2 <a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> for +4 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>.
</p>
</td>"
17,18,,Reality Ripper,Action Card,Darkus,5,,,,,Super Rare,"<td colspan=""3"">+10 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>Choose a player to discard a card for each <a href=""/wiki/Fusion"" title=""Fusion""><img alt=""Icon-BAA-Fusion.png"" data-file-height=""1248"" data-file-width=""2118"" height=""15"" src=""/images/thumb/9/95/Icon-BAA-Fusion.png/25px-Icon-BAA-Fusion.png"" srcset=""/images/thumb/9/95/Icon-BAA-Fusion.png/38px-Icon-BAA-Fusion.png 1.5x, /images/thumb/9/95/Icon-BAA-Fusion.png/50px-Icon-BAA-Fusion.png 2x"" width=""25""/></a> Bakugan on their team.
</p>
</td>"
18,19,,Darkus Scion,Action Card,Darkus,5,,,,,Common,"<td colspan=""3"">+700 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p><i><a href=""/wiki/Rapid_Fire_(Armored_Alliance)"" title=""Rapid Fire (Armored Alliance)"">Rapid Fire</a>:</i> The second Rapid Fire card you play this turn is free.
</p>
</td>"
19,20,,Darkus Vacation,Action Card,Darkus,5,,,,,Awesome Rare,"<td colspan=""3"">Take control of a <a href=""/wiki/Hero_Card"" title=""Hero Card"">Hero</a>.
</td>"
20,TBD,,Clairvoyance,Action Card,Haos,0,,,,,TBD,"<td colspan=""3"">Look at the top three cards of your deck. Put them back on top of your deck in any order.
<p><i><a href=""/wiki/Empower"" title=""Empower"">Empower</a>:</i> You may pay an additional 3 <a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> to <img alt=""DrawaCard icon.png"" data-file-height=""2162"" data-file-width=""1960"" height=""28"" src=""/images/thumb/e/e2/DrawaCard_icon.png/25px-DrawaCard_icon.png"" srcset=""/images/thumb/e/e2/DrawaCard_icon.png/38px-DrawaCard_icon.png 1.5x, /images/thumb/e/e2/DrawaCard_icon.png/50px-DrawaCard_icon.png 2x"" width=""25""/> 1 (Draw a Card).
</p>
</td>"
21,TBD,,Haos Divine,Action Card,Haos,5,,,,,TBD,"<td colspan=""3"">-10 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a> to a non-<a href=""/wiki/Haos#Reboot"" title=""Haos""><img alt=""Haos"" data-file-height=""100"" data-file-width=""100"" height=""21"" src=""/images/thumb/e/e0/Bbp_haos.png/21px-Bbp_haos.png"" srcset=""/images/thumb/e/e0/Bbp_haos.png/32px-Bbp_haos.png 1.5x, /images/thumb/e/e0/Bbp_haos.png/42px-Bbp_haos.png 2x"" width=""21""/></a><span style=""padding-left: 0.25em;""> </span><a href=""/wiki/Haos#Reboot"" title=""Haos"">Haos</a> Bakugan.
</td>"
22,22,,Crushing Shadows,Action Card,Haos,1,,,,,Common,"<td colspan=""3"">+200 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a> + 1 <a href=""/wiki/FrostStrike"" title=""FrostStrike""><img alt=""FrostStrike Icon.png"" data-file-height=""2161"" data-file-width=""1886"" height=""29"" src=""/images/thumb/7/73/FrostStrike_Icon.png/25px-FrostStrike_Icon.png"" srcset=""/images/thumb/7/73/FrostStrike_Icon.png/38px-FrostStrike_Icon.png 1.5x, /images/thumb/7/73/FrostStrike_Icon.png/50px-FrostStrike_Icon.png 2x"" width=""25""/></a> (Opposing Flip Cards cost 1 <a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> more for each point of <a href=""/wiki/FrostStrike"" title=""FrostStrike"">FrostStrike</a> on this Bakugan on Victor)
</td>"
23,23,,Haos Overkill,Action Card,Haos,3,,,,,Super Rare,"<td colspan=""3"">+200 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p>+300 for each <a href=""/wiki/Fusion"" title=""Fusion""><img alt=""Icon-BAA-Fusion.png"" data-file-height=""1248"" data-file-width=""2118"" height=""15"" src=""/images/thumb/9/95/Icon-BAA-Fusion.png/25px-Icon-BAA-Fusion.png"" srcset=""/images/thumb/9/95/Icon-BAA-Fusion.png/38px-Icon-BAA-Fusion.png 1.5x, /images/thumb/9/95/Icon-BAA-Fusion.png/50px-Icon-BAA-Fusion.png 2x"" width=""25""/></a> Bakugan on your team.
</p>
</td>"
24,24,,Scarf Strike,Action Card,Haos,2,,,,,Common,"<td colspan=""3"">+500 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
</td>"
25,25,,Energy Funnel,Action Card,Haos,3,,,,,Common,"<td colspan=""3"">+600 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p>If you play this on a <a href=""/wiki/Fusion"" title=""Fusion""><img alt=""Icon-BAA-Fusion.png"" data-file-height=""1248"" data-file-width=""2118"" height=""15"" src=""/images/thumb/9/95/Icon-BAA-Fusion.png/25px-Icon-BAA-Fusion.png"" srcset=""/images/thumb/9/95/Icon-BAA-Fusion.png/38px-Icon-BAA-Fusion.png 1.5x, /images/thumb/9/95/Icon-BAA-Fusion.png/50px-Icon-BAA-Fusion.png 2x"" width=""25""/></a> Bakugan, you may <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a> it.
</p>
</td>"
